crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Wheat,Black Soil,Germination,53,33,58.4,0
Wheat,Black Soil,Germination,54,34,55.7,0
Wheat,Black Soil,Germination,55,35,53,0
Wheat,Black Soil,Germination,56,36,50.3,0
Wheat,Black Soil,Germination,57,37,47.6,0
Wheat,Black Soil,Germination,58,38,44.9,0
Wheat,Black Soil,Germination,59,39,42.2,0
Wheat,Black Soil,Germination,60,40,39.5,0
Wheat,Black Soil,Germination,61,41,36.8,0
Wheat,Black Soil,Germination,62,42,34.1,0
Wheat,Black Soil,Germination,63,43,31.4,0
Wheat,Black Soil,Germination,64,44,28.7,0
Wheat,Black Soil,Germination,65,45,26,0
Wheat,Black Soil,Germination,66,46,23.3,0
Wheat,Black Soil,Germination,67,25,80,0
Wheat,Black Soil,Germination,68,26,78,0
Wheat,Black Soil,Germination,69,27,76,0
Wheat,Black Soil,Germination,70,28,74,0
Wheat,Black Soil,Germination,71,29,72,0
Wheat,Black Soil,Germination,72,30,70,0
Wheat,Black Soil,Germination,73,31,68,0
Wheat,Black Soil,Germination,74,32,66,0
Wheat,Black Soil,Germination,75,33,64,0
Wheat,Black Soil,Germination,76,34,62,0
Wheat,Black Soil,Germination,77,35,60,0
Wheat,Black Soil,Germination,78,36,58,0
Wheat,Black Soil,Germination,79,37,56,0
Wheat,Black Soil,Germination,80,38,54,0
Wheat,Black Soil,Germination,81,39,52,0
Wheat,Black Soil,Germination,82,40,50,0
Wheat,Black Soil,Germination,83,41,48,0
Wheat,Black Soil,Germination,84,42,46,0
Wheat,Black Soil,Germination,85,43,44,0
Wheat,Black Soil,Germination,86,44,42,0
Wheat,Black Soil,Germination,87,45,40,0
Wheat,Black Soil,Germination,88,46,38,0
Wheat,Black Soil,Germination,89,25,80,0
Wheat,Black Soil,Germination,90,26,78,0
Wheat,Black Soil,Germination,91,27,76,0
Wheat,Black Soil,Germination,92,28,74,0
Wheat,Black Soil,Germination,93,29,72,0
Wheat,Black Soil,Germination,94,30,70,0
Wheat,Black Soil,Germination,95,31,68,0
Wheat,Black Soil,Germination,96,32,66,0
Wheat,Black Soil,Germination,97,33,64,0
Wheat,Black Soil,Germination,98,34,62,0
Wheat,Black Soil,Germination,99,35,60,0
Wheat,Black Soil,Germination,100,36,58,0
Wheat,Black Soil,Seedling Stage,1,37,56,1
Wheat,Black Soil,Seedling Stage,2,38,54,1
Wheat,Black Soil,Seedling Stage,3,39,52,1
Wheat,Black Soil,Seedling Stage,4,40,50,1
Wheat,Black Soil,Seedling Stage,5,41,48,1
Wheat,Black Soil,Seedling Stage,6,42,46,1
Wheat,Black Soil,Seedling Stage,7,43,44,1
Wheat,Black Soil,Seedling Stage,8,44,42,1
Wheat,Black Soil,Seedling Stage,9,45,40,1
Wheat,Black Soil,Seedling Stage,10,46,38,1
Wheat,Black Soil,Seedling Stage,11,25,80,1
Wheat,Black Soil,Seedling Stage,12,26,77,1
Wheat,Black Soil,Seedling Stage,13,27,74,1
Wheat,Black Soil,Seedling Stage,14,28,71,1
Wheat,Black Soil,Seedling Stage,15,29,68,1
Wheat,Black Soil,Seedling Stage,16,30,65,1
Wheat,Black Soil,Seedling Stage,17,31,62,1
Wheat,Black Soil,Seedling Stage,18,32,59,1
Wheat,Black Soil,Seedling Stage,19,33,56,1
Wheat,Black Soil,Seedling Stage,20,34,53,1
Wheat,Black Soil,Seedling Stage,21,35,50,1
Wheat,Black Soil,Seedling Stage,22,36,47,1
Wheat,Black Soil,Seedling Stage,23,37,44,1
Wheat,Black Soil,Seedling Stage,24,38,41,1
Wheat,Black Soil,Seedling Stage,25,39,38,1
Wheat,Black Soil,Seedling Stage,26,40,35,1
Wheat,Black Soil,Seedling Stage,27,41,32,1
Wheat,Black Soil,Seedling Stage,28,42,29,1
Wheat,Black Soil,Seedling Stage,29,43,26,1
Wheat,Black Soil,Seedling Stage,30,44,23,1
Wheat,Black Soil,Seedling Stage,31,45,20,1
Wheat,Black Soil,Seedling Stage,32,46,17,1
Wheat,Black Soil,Seedling Stage,33,25,80,1
Wheat,Black Soil,Seedling Stage,34,26,77,1
Wheat,Black Soil,Seedling Stage,35,27,74,1
Wheat,Black Soil,Seedling Stage,36,28,71,1
Wheat,Black Soil,Seedling Stage,37,29,68,1
Wheat,Black Soil,Seedling Stage,38,30,65,1
Wheat,Black Soil,Seedling Stage,39,31,62,1
Wheat,Black Soil,Seedling Stage,40,32,59,2
Wheat,Black Soil,Seedling Stage,41,33,56,2
Wheat,Black Soil,Seedling Stage,42,34,53,2
Wheat,Black Soil,Seedling Stage,43,35,50,2
Wheat,Black Soil,Seedling Stage,44,36,47,2
Wheat,Black Soil,Seedling Stage,45,37,44,2
Wheat,Black Soil,Seedling Stage,46,38,41,2
Wheat,Black Soil,Seedling Stage,47,39,38,2
Wheat,Black Soil,Seedling Stage,48,40,35,2
Wheat,Black Soil,Seedling Stage,49,41,32,2
Wheat,Black Soil,Seedling Stage,50,42,29,2
Wheat,Black Soil,Seedling Stage,51,43,26,0
Wheat,Black Soil,Seedling Stage,52,44,23,0
Wheat,Black Soil,Seedling Stage,53,45,20,0
Wheat,Black Soil,Seedling Stage,54,46,17,0
Wheat,Black Soil,Seedling Stage,55,25,80,0
Wheat,Black Soil,Seedling Stage,56,26,77,0
Wheat,Black Soil,Seedling Stage,57,27,74,0
Wheat,Black Soil,Seedling Stage,58,28,71,0
Wheat,Black Soil,Seedling Stage,59,29,68,0
Wheat,Black Soil,Seedling Stage,60,30,65,0
Wheat,Black Soil,Seedling Stage,61,31,62,0
Wheat,Black Soil,Seedling Stage,62,32,59,0
Wheat,Black Soil,Seedling Stage,63,33,56,0
Wheat,Black Soil,Seedling Stage,64,34,53,0
Wheat,Black Soil,Seedling Stage,65,35,50,0
Wheat,Black Soil,Seedling Stage,66,36,47,0
Wheat,Black Soil,Seedling Stage,67,37,44,0
Wheat,Black Soil,Seedling Stage,68,38,41,0
Wheat,Black Soil,Seedling Stage,69,39,38,0
Wheat,Black Soil,Seedling Stage,70,40,35,0
Wheat,Black Soil,Seedling Stage,71,41,32,0
Wheat,Black Soil,Seedling Stage,72,42,29,0
Wheat,Black Soil,Seedling Stage,73,43,26,0
Wheat,Black Soil,Seedling Stage,74,44,23,0
Wheat,Black Soil,Seedling Stage,75,45,20,0
Wheat,Black Soil,Seedling Stage,76,46,17,0
Wheat,Black Soil,Seedling Stage,77,25,80,0
Wheat,Black Soil,Seedling Stage,78,26,77.3,0
Wheat,Black Soil,Seedling Stage,79,27,74.6,0
Wheat,Black Soil,Seedling Stage,80,28,71.9,0
Wheat,Black Soil,Seedling Stage,81,29,69.2,0
Wheat,Black Soil,Seedling Stage,82,30,66.5,0
Wheat,Black Soil,Seedling Stage,83,31,63.8,0
Wheat,Black Soil,Seedling Stage,84,32,61.1,0
Wheat,Black Soil,Seedling Stage,85,33,58.4,0
Wheat,Black Soil,Seedling Stage,86,34,55.7,0
Wheat,Black Soil,Seedling Stage,87,35,53,0
Wheat,Black Soil,Seedling Stage,88,36,50.3,0
Wheat,Black Soil,Seedling Stage,89,37,47.6,0
Wheat,Black Soil,Seedling Stage,90,38,44.9,0
Wheat,Black Soil,Seedling Stage,91,39,42.2,0
Wheat,Black Soil,Seedling Stage,92,40,39.5,0
Wheat,Black Soil,Seedling Stage,93,41,36.8,0
Wheat,Black Soil,Seedling Stage,94,42,34.1,0
Wheat,Black Soil,Seedling Stage,95,43,31.4,0
Wheat,Black Soil,Seedling Stage,96,44,28.7,0
Wheat,Black Soil,Seedling Stage,97,45,26,0
Wheat,Black Soil,Seedling Stage,98,46,23.3,0
Wheat,Black Soil,Seedling Stage,99,25,80,0
Wheat,Black Soil,Seedling Stage,100,26,77,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,1,27,74,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,2,28,71,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,3,29,68,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,4,30,65,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,5,31,62,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,6,32,59,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,7,33,56,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,8,34,53,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,9,35,50,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,10,36,47,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,11,37,44,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,12,38,41,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,13,39,38,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,14,40,35,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,15,41,32,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,16,42,29,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,17,43,26,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,18,44,23,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,19,45,20,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,20,46,17,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,21,25,80,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,23,27,75,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,25,29,70,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,27,31,65,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,29,33,60,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,31,35,55,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,33,37,50,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,35,39,45,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,37,41,40,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,39,43,35,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,41,45,30,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,43,25,80,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,50,32,61.1,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,51,33,58.4,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,52,34,55.7,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,53,35,53,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,54,36,50.3,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,55,37,47.6,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,56,38,44.9,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,57,39,42.2,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,58,40,39.5,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,59,41,36.8,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,60,42,34.1,2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,63,45,26,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,65,25,80,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,66,26,77,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,67,27,74,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,68,28,71,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,69,29,68,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,70,30,65,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,71,31,62,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,72,32,59,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,73,33,56,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,74,34,53,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,75,35,50,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,76,36,47,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,77,37,44,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,78,38,41,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,79,39,38,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,80,40,35,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,81,41,32,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,82,42,29,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,83,43,26,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,84,44,23,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,85,45,20,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,86,46,17,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,87,25,80,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,88,26,77,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,89,27,74,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,90,28,71,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,91,29,68,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,92,30,65,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,93,31,62,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,94,32,59,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,95,33,56,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,96,34,53,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,97,35,50,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,98,36,47,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,99,37,44,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,100,38,41,0
Wheat,Black Soil,Flowering,1,39,38,1
Wheat,Black Soil,Flowering,2,40,35,1
Wheat,Black Soil,Flowering,3,41,32,1
Wheat,Black Soil,Flowering,4,42,29,1
Wheat,Black Soil,Flowering,5,43,26,1
Wheat,Black Soil,Flowering,6,44,23,1
Wheat,Black Soil,Flowering,7,45,20,1
Wheat,Black Soil,Flowering,8,46,17,1
Wheat,Black Soil,Flowering,9,25,80,1
Wheat,Black Soil,Flowering,10,26,77,1
Wheat,Black Soil,Flowering,11,27,74,1
Wheat,Black Soil,Flowering,12,28,71,1
Wheat,Black Soil,Flowering,13,29,68,1
Wheat,Black Soil,Flowering,14,30,65,1
Wheat,Black Soil,Flowering,15,31,62,1
Wheat,Black Soil,Flowering,16,32,59,1
Wheat,Black Soil,Flowering,17,33,56,1
Wheat,Black Soil,Flowering,18,34,53,1
Wheat,Black Soil,Flowering,19,35,50,1
Wheat,Black Soil,Flowering,20,36,47,1
Wheat,Black Soil,Flowering,21,37,44,1
Wheat,Black Soil,Flowering,22,38,41,1
Wheat,Black Soil,Flowering,23,39,38,1
Wheat,Black Soil,Flowering,24,40,35,1
Wheat,Black Soil,Flowering,25,41,32,1
Wheat,Black Soil,Flowering,26,42,29,1
Wheat,Black Soil,Flowering,27,43,26,1
Wheat,Black Soil,Flowering,28,44,23,1
Wheat,Black Soil,Flowering,29,45,20,1
Wheat,Black Soil,Flowering,30,46,17,1
Wheat,Black Soil,Flowering,31,25,80,1
Wheat,Black Soil,Flowering,32,26,77,1
Wheat,Black Soil,Flowering,33,27,74,1
Wheat,Black Soil,Flowering,34,28,71,1
Wheat,Black Soil,Flowering,35,29,68,1
Wheat,Black Soil,Flowering,36,30,65,1
Wheat,Black Soil,Flowering,37,31,62,1
Wheat,Black Soil,Flowering,38,32,59,1
Wheat,Black Soil,Flowering,39,33,56,1
Wheat,Black Soil,Flowering,40,34,53,1
Wheat,Black Soil,Flowering,41,35,50,1
Wheat,Black Soil,Flowering,42,36,47,1
Wheat,Black Soil,Flowering,43,37,44,1
Wheat,Black Soil,Flowering,44,38,41,1
Wheat,Black Soil,Flowering,45,39,38,1
Wheat,Black Soil,Flowering,46,40,35,1
Wheat,Black Soil,Flowering,47,41,32,1
Wheat,Black Soil,Flowering,48,42,29,1
Wheat,Black Soil,Flowering,49,43,26,1
Wheat,Black Soil,Flowering,50,44,23,1
Wheat,Black Soil,Flowering,51,45,20,1
Wheat,Black Soil,Flowering,52,46,17,1
Wheat,Black Soil,Flowering,53,25,80,1
Wheat,Black Soil,Flowering,54,26,77,1
Wheat,Black Soil,Flowering,55,27,74,1
Wheat,Black Soil,Flowering,56,28,71,1
Wheat,Black Soil,Flowering,57,29,68,1
Wheat,Black Soil,Flowering,58,30,65,1
Wheat,Black Soil,Flowering,59,31,62,1
Wheat,Black Soil,Flowering,60,32,59,2
Wheat,Black Soil,Flowering,61,33,56,2
Wheat,Black Soil,Flowering,62,34,53,2
Wheat,Black Soil,Flowering,63,35,50,2
Wheat,Black Soil,Flowering,64,36,47,2
Wheat,Black Soil,Flowering,65,37,44,2
Wheat,Black Soil,Flowering,66,38,41,2
Wheat,Black Soil,Flowering,67,39,38,2
Wheat,Black Soil,Flowering,68,40,35,2
Wheat,Black Soil,Flowering,69,41,32,2
Wheat,Black Soil,Flowering,70,42,29,2
Wheat,Black Soil,Flowering,71,43,26,0
Wheat,Black Soil,Flowering,72,44,23,0
Wheat,Black Soil,Flowering,73,45,20,0
Wheat,Black Soil,Flowering,74,46,17,0
Wheat,Black Soil,Flowering,75,25,80,0
Wheat,Black Soil,Flowering,76,26,77,0
Wheat,Black Soil,Flowering,77,27,74,0
Wheat,Black Soil,Flowering,78,28,71,0
Wheat,Black Soil,Flowering,79,29,68,0
Wheat,Black Soil,Flowering,80,30,65,0
Wheat,Black Soil,Flowering,81,31,62,0
Wheat,Black Soil,Flowering,82,32,59,0
Wheat,Black Soil,Flowering,83,33,56,0
Wheat,Black Soil,Flowering,84,34,53,0
Wheat,Black Soil,Flowering,85,35,50,0
Wheat,Black Soil,Flowering,86,36,47,0
Wheat,Black Soil,Flowering,87,37,44,0
Wheat,Black Soil,Flowering,88,38,41,0
Wheat,Black Soil,Flowering,89,39,38,0
Wheat,Black Soil,Flowering,90,40,35,0
Wheat,Black Soil,Flowering,91,41,32,0
Wheat,Black Soil,Flowering,92,42,29,0
Wheat,Black Soil,Flowering,93,43,26,0
Wheat,Black Soil,Flowering,94,44,23,0
Wheat,Black Soil,Flowering,95,45,20,0
Wheat,Black Soil,Flowering,96,46,17,0
Wheat,Black Soil,Flowering,97,25,81,0
Wheat,Black Soil,Flowering,98,26,79,0
Wheat,Black Soil,Flowering,99,27,76,0
Wheat,Black Soil,Flowering,100,28,73,0
Wheat,Black Soil,Pollination,1,29,70,1
Wheat,Black Soil,Pollination,2,30,67,1
Wheat,Black Soil,Pollination,3,31,64,1
Wheat,Black Soil,Pollination,4,32,61,1
Wheat,Black Soil,Pollination,5,33,58,1
Wheat,Black Soil,Pollination,6,34,55,1
Wheat,Black Soil,Pollination,7,35,52,1
Wheat,Black Soil,Pollination,8,36,49,1
Wheat,Black Soil,Pollination,9,37,46,1
Wheat,Black Soil,Pollination,10,38,43,1
Wheat,Black Soil,Pollination,11,39,40,1
Wheat,Black Soil,Pollination,12,40,37,1
Wheat,Black Soil,Pollination,13,41,34,1
Wheat,Black Soil,Pollination,14,42,31,1
Wheat,Black Soil,Pollination,15,43,28,1
Wheat,Black Soil,Pollination,16,44,25,1
Wheat,Black Soil,Pollination,17,45,22,1
Wheat,Black Soil,Pollination,18,46,19,1
Wheat,Black Soil,Pollination,19,25,80,1
Wheat,Black Soil,Pollination,20,26,77,1
Wheat,Black Soil,Pollination,21,27,74,1
Wheat,Black Soil,Pollination,22,28,71,1
Wheat,Black Soil,Pollination,23,29,68,1
Wheat,Black Soil,Pollination,24,30,65,1
Wheat,Black Soil,Pollination,25,31,62,1
Wheat,Black Soil,Pollination,26,32,59,1
Wheat,Black Soil,Pollination,27,33,56,1
Wheat,Black Soil,Pollination,28,34,53,1
Wheat,Black Soil,Pollination,29,35,50,1
Wheat,Black Soil,Pollination,30,36,47,1
Wheat,Black Soil,Pollination,31,37,44,1
Wheat,Black Soil,Pollination,32,38,41,1
Wheat,Black Soil,Pollination,33,39,38,1
Wheat,Black Soil,Pollination,34,40,35,1
Wheat,Black Soil,Pollination,35,41,32,1
Wheat,Black Soil,Pollination,36,42,29,1
Wheat,Black Soil,Pollination,37,43,26,1
Wheat,Black Soil,Pollination,38,44,23,1
Wheat,Black Soil,Pollination,39,45,20,1
Wheat,Black Soil,Pollination,40,46,17,1
Wheat,Black Soil,Pollination,41,25,80,1
Wheat,Black Soil,Pollination,42,26,77,1
Wheat,Black Soil,Pollination,43,27,74,1
Wheat,Black Soil,Pollination,44,28,71,1
Wheat,Black Soil,Pollination,45,29,68,1
Wheat,Black Soil,Pollination,46,30,65,1
Wheat,Black Soil,Pollination,47,31,62,1
Wheat,Black Soil,Pollination,48,32,59,1
Wheat,Black Soil,Pollination,49,33,56,1
Wheat,Black Soil,Pollination,50,34,53,1
Wheat,Black Soil,Pollination,51,35,50,1
Wheat,Black Soil,Pollination,52,36,47,1
Wheat,Black Soil,Pollination,53,37,44,1
Wheat,Black Soil,Pollination,54,38,41,1
Wheat,Black Soil,Pollination,55,39,38,1
Wheat,Black Soil,Pollination,56,40,35,1
Wheat,Black Soil,Pollination,57,41,32,1
Wheat,Black Soil,Pollination,58,42,29,1
Wheat,Black Soil,Pollination,59,43,26,1
Wheat,Black Soil,Pollination,60,44,23,1
Wheat,Black Soil,Pollination,61,45,20,1
Wheat,Black Soil,Pollination,62,46,17,1
Wheat,Black Soil,Pollination,63,25,80,1
Wheat,Black Soil,Pollination,64,26,77,1
Wheat,Black Soil,Pollination,65,27,74,1
Wheat,Black Soil,Pollination,66,28,71,1
Wheat,Black Soil,Pollination,67,29,68,1
Wheat,Black Soil,Pollination,68,30,65,1
Wheat,Black Soil,Pollination,69,31,62,1
Wheat,Black Soil,Pollination,70,32,59,2
Wheat,Black Soil,Pollination,71,33,56,2
Wheat,Black Soil,Pollination,72,34,53,2
Wheat,Black Soil,Pollination,73,35,50,2
Wheat,Black Soil,Pollination,74,36,47,2
Wheat,Black Soil,Pollination,75,37,44,2
Wheat,Black Soil,Pollination,76,38,41,2
Wheat,Black Soil,Pollination,77,39,38,2
Wheat,Black Soil,Pollination,78,40,35,2
Wheat,Black Soil,Pollination,79,41,32,2
Wheat,Black Soil,Pollination,80,42,29,2
Wheat,Black Soil,Pollination,81,43,26,0
Wheat,Black Soil,Pollination,82,44,23,0
Wheat,Black Soil,Pollination,83,45,20,0
Wheat,Black Soil,Pollination,84,46,17,0
Wheat,Black Soil,Pollination,85,25,80,0
Wheat,Black Soil,Pollination,86,26,77,0
Wheat,Black Soil,Pollination,87,27,74,0
Wheat,Black Soil,Pollination,88,28,71,0
Wheat,Black Soil,Pollination,89,29,68,0
Wheat,Black Soil,Pollination,90,30,65,0
Wheat,Black Soil,Pollination,91,31,62,0
Wheat,Black Soil,Pollination,92,32,59,0
Wheat,Black Soil,Pollination,93,33,56,0
Wheat,Black Soil,Pollination,94,34,53,0
Wheat,Black Soil,Pollination,95,35,50,0
Wheat,Black Soil,Pollination,96,36,47,0
Wheat,Black Soil,Pollination,97,37,44,0
Wheat,Black Soil,Pollination,98,38,41,0
Wheat,Black Soil,Pollination,99,39,38,0
Wheat,Black Soil,Pollination,100,40,35,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,1,41,32,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,2,42,29,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,3,43,26,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,4,44,23,1
Wheat,Black Soil,Fruit/Grain/Bulb Formation,5,45,20,1
